Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
648763,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,CA,95136,Web,1/1/2014,1/1/2014,Amex,Closed with explanation,Yes,No
648765,Bank account or service,Checking account,Deposits and withdrawals,,FL,34608,Web,1/1/2014,1/1/2014,Wells Fargo,Closed with explanation,Yes,Yes
651256,Bank account or service,Checking account,Using a debit or ATM card,,CA,92154,Web,1/1/2014,1/17/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
651321,Bank account or service,Checking account,"Account opening, closing, or management",,CA,94040,Web,1/1/2014,1/1/2014,Bank of America,Closed with explanation,Yes,No
651328,Bank account or service,Checking account,"Account opening, closing, or management",,MD,21045,Web,1/1/2014,1/1/2014,RBS Citizens,Closed with explanation,Yes,No
651799,Bank account or service,Checking account,Using a debit or ATM card,,AZ,85022,Web,1/1/2014,1/1/2014,BOK Financial Corp,Closed with explanation,Yes,Yes
651941,Bank account or service,Checking account,"Account opening, closing, or management",,DC,20249,Phone,1/2/2014,1/27/2014,Bank of America,Closed with explanation,Yes,No
651943,Bank account or service,Checking account,Deposits and withdrawals,,,,Phone,1/2/2014,1/9/2014,Comerica,Closed with explanation,Yes,Yes
651952,Bank account or service,Checking account,Using a debit or ATM card,,AZ,85224,Web,1/2/2014,1/2/2014,TCF National Bank,Closed with monetary relief,Yes,No
651965,Bank account or service,Checking account,"Account opening, closing, or management",,TX,75044,Referral,1/2/2014,1/9/2014,Navy FCU,Closed,Yes,No
651980,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,TX,77279,Web,1/2/2014,1/2/2014,USAA Savings,Closed with monetary relief,Yes,No
651999,Bank account or service,Checking account,Deposits and withdrawals,,GA,30331,Phone,1/2/2014,1/3/2014,Capital One,Closed with explanation,Yes,No
652007,Bank account or service,Checking account,Deposits and withdrawals,,TX,78613,Referral,1/2/2014,1/9/2014,USAA Savings,Closed with explanation,Yes,No
652011,Bank account or service,Checking account,Deposits and withdrawals,,NJ,8052,Referral,1/2/2014,1/6/2014,PNC Bank,Closed,Yes,No
652015,Bank account or service,Savings account,"Account opening, closing, or management",,NJ,8889,Referral,1/2/2014,1/8/2014,Wells Fargo,Closed with explanation,Yes,No
652019,Bank account or service,Checking account,Deposits and withdrawals,,NJ,7420,Referral,1/2/2014,1/8/2014,Wells Fargo,Closed with explanation,Yes,No
652021,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NJ,8901,Referral,1/2/2014,1/9/2014,Bank of America,Closed with explanation,Yes,No
652022,Bank account or service,Checking account,Deposits and withdrawals,,WA,98503,Referral,1/2/2014,1/10/2014,USAA Savings,Closed with non-monetary relief,Yes,No
652026,Bank account or service,Checking account,"Making/receiving payments, sending money",,MI,49548,Referral,1/2/2014,1/13/2014,Flagstar Bank,Closed with explanation,Yes,No
652028,Bank account or service,Checking account,Deposits and withdrawals,,MD,21122,Referral,1/2/2014,1/6/2014,BB&T Financial,Closed with explanation,Yes,No
652093,Bank account or service,Checking account,"Making/receiving payments, sending money",,IN,46410,Web,1/2/2014,1/2/2014,BMO Harris,Closed with explanation,Yes,No
652095,Bank account or service,Checking account,Deposits and withdrawals,,OR,97862,Referral,1/2/2014,1/9/2014,Washington Federal,Closed with explanation,Yes,No
652107,Bank account or service,Checking account,Problems caused by my funds being low,,NJ,8002,Referral,1/2/2014,1/9/2014,PNC Bank,Closed with monetary relief,Yes,No
652122,Bank account or service,Other bank product/service,"Account opening, closing, or management",,PA,19050,Postal mail,1/2/2014,1/9/2014,Capital One,Closed with explanation,Yes,No
652130,Bank account or service,Checking account,Using a debit or ATM card,,VA,23059,Web,1/2/2014,1/2/2014,Bank of America,Closed with explanation,Yes,No
652157,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,CA,90807,Web,1/1/2014,1/6/2014,Bank of America,Closed with explanation,Yes,No
652265,Bank account or service,(CD) Certificate of deposit,"Making/receiving payments, sending money",,,21394,Referral,1/2/2014,1/8/2014,Fifth Third Bank,Closed with monetary relief,Yes,No
652266,Bank account or service,Checking account,Deposits and withdrawals,,PA,15206,Web,1/2/2014,1/2/2014,PNC Bank,Closed with explanation,Yes,No
652299,Bank account or service,Checking account,Deposits and withdrawals,,FL,32308,Web,1/2/2014,1/2/2014,Bank of America,Closed with explanation,Yes,No
652312,Bank account or service,Checking account,Deposits and withdrawals,,NY,10005,Referral,1/2/2014,1/9/2014,U.S. Bancorp,Closed with explanation,Yes,No
652357,Bank account or service,Checking account,Deposits and withdrawals,,NY,11216,Phone,1/2/2014,1/8/2014,Bank of America,Closed with explanation,Yes,No
652390,Bank account or service,Checking account,Problems caused by my funds being low,,NY,10463,Web,1/2/2014,1/9/2014,TD Bank,Closed with monetary relief,Yes,No
652418,Bank account or service,Checking account,Using a debit or ATM card,,RI,2915,Phone,1/2/2014,1/9/2014,Santander Bank US,Closed,Yes,No
652420,Bank account or service,Other bank product/service,"Account opening, closing, or management",,LA,71270,Web,1/2/2014,1/14/2014,Bank of America,Closed,Yes,No
652440,Bank account or service,Checking account,Using a debit or ATM card,,GA,30087,Web,1/2/2014,1/2/2014,Bank of America,Closed with non-monetary relief,Yes,No
652450,Bank account or service,Savings account,Deposits and withdrawals,,MI,48154,Web,1/1/2014,1/2/2014,PNC Bank,Closed with non-monetary relief,Yes,No
652451,Bank account or service,Savings account,Deposits and withdrawals,,MI,48154,Web,1/1/2014,1/1/2014,U.S. Bancorp,Closed with explanation,Yes,No
652453,Bank account or service,Checking account,Using a debit or ATM card,,CA,92057,Web,1/2/2014,1/2/2014,Citibank,Closed with explanation,Yes,Yes
652470,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,TX,78734,Referral,1/2/2014,1/9/2014,BBVA Compass,Closed with non-monetary relief,Yes,No
652535,Bank account or service,Checking account,Deposits and withdrawals,,NY,11755,Referral,1/2/2014,1/7/2014,Citibank,Closed with explanation,Yes,No
652545,Bank account or service,Checking account,Deposits and withdrawals,,AZ,,Web,1/2/2014,1/7/2014,Amex,Closed with monetary relief,Yes,No
652565,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33709,Referral,1/2/2014,1/6/2014,Regions,Closed with non-monetary relief,Yes,No
652577,Bank account or service,Checking account,"Account opening, closing, or management",,OH,44094,Web,1/2/2014,1/8/2014,RBS Citizens,Closed with explanation,Yes,Yes
652623,Bank account or service,Checking account,Problems caused by my funds being low,,SC,29212,Web,1/2/2014,1/2/2014,Bank of America,Closed with explanation,Yes,No
652625,Bank account or service,Checking account,Deposits and withdrawals,,WI,54001,Referral,1/2/2014,1/7/2014,Capital One,Closed with explanation,Yes,No
652636,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MA,1040,Web,1/2/2014,1/6/2014,Nationstar Mortgage,Closed with explanation,Yes,No
652643,Bank account or service,Savings account,"Account opening, closing, or management",,,,Phone,1/2/2014,1/6/2014,The Huntington National Bank,Closed with explanation,Yes,No
652674,Bank account or service,Checking account,Deposits and withdrawals,,CA,94531,Web,1/2/2014,1/9/2014,PayPal,Closed with explanation,Yes,No
652713,Bank account or service,Checking account,Deposits and withdrawals,,CA,95628,Referral,1/2/2014,1/8/2014,Zions Bancorporation,Closed with monetary relief,Yes,No
652719,Bank account or service,Checking account,Using a debit or ATM card,,WA,98662,Phone,1/2/2014,1/9/2014,Wells Fargo,Closed with non-monetary relief,Yes,Yes
652752,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,CA,90046,Phone,1/2/2014,1/8/2014,Wells Fargo,Closed with explanation,Yes,No
652809,Bank account or service,Checking account,"Account opening, closing, or management",,NE,68512,Phone,1/2/2014,1/6/2014,Wells Fargo,Closed with explanation,Yes,No
652825,Bank account or service,Checking account,Deposits and withdrawals,,CA,90221,Phone,1/2/2014,1/6/2014,Wells Fargo,Closed,Yes,No
652903,Bank account or service,Checking account,"Account opening, closing, or management",,NV,89113,Web,1/2/2014,1/2/2014,Wells Fargo,Closed with explanation,Yes,No
652960,Bank account or service,Checking account,Problems caused by my funds being low,,TX,77096,Web,1/2/2014,1/2/2014,Bank of America,Closed with monetary relief,Yes,No
653037,Bank account or service,Checking account,Deposits and withdrawals,,,,Phone,1/2/2014,1/9/2014,Bank of America,Closed with explanation,Yes,No
653082,Bank account or service,Checking account,"Account opening, closing, or management",,CO,80112,Web,1/2/2014,1/2/2014,Bank of America,Closed with explanation,Yes,No
653089,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,81000,Web,1/2/2014,1/21/2014,Astoria Bank,Closed with monetary relief,Yes,Yes
653104,Bank account or service,Checking account,"Account opening, closing, or management",,NC,27540,Web,1/2/2014,1/14/2014,Wells Fargo,Closed with explanation,Yes,No
653130,Bank account or service,Checking account,Problems caused by my funds being low,,FL,32641,Referral,1/2/2014,1/9/2014,TD Bank,Closed with monetary relief,Yes,No
653164,Bank account or service,Savings account,Problems caused by my funds being low,,IL,60613,Phone,1/2/2014,1/9/2014,Wells Fargo,Closed with explanation,Yes,No
653403,Bank account or service,Checking account,Deposits and withdrawals,,NC,28739,Web,1/2/2014,1/2/2014,Bank of America,Closed with monetary relief,Yes,No
653408,Bank account or service,Checking account,Deposits and withdrawals,,CO,80916,Web,1/3/2014,1/3/2014,Wells Fargo,Closed with monetary relief,Yes,No
653443,Bank account or service,Checking account,Problems caused by my funds being low,,GA,30052,Web,1/3/2014,1/3/2014,Bank of America,Closed with explanation,Yes,No
653455,Bank account or service,Checking account,"Account opening, closing, or management",,OH,45429,Phone,1/3/2014,1/7/2014,The Huntington National Bank,Closed with explanation,Yes,Yes
653466,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,NY,13027,Web,1/3/2014,1/7/2014,KeyBank NA,Closed with explanation,Yes,No
653478,Bank account or service,Checking account,Deposits and withdrawals,,CA,90606,Phone,1/3/2014,1/8/2014,Bank of America,Closed with explanation,Yes,No
653528,Bank account or service,Checking account,Deposits and withdrawals,,OH,45420,Referral,1/3/2014,1/7/2014,JPMorgan Chase,Closed with explanation,Yes,No
653529,Bank account or service,Other bank product/service,"Account opening, closing, or management",,AR,72685,Referral,1/3/2014,1/7/2014,PayPal,Closed with explanation,Yes,No
653530,Bank account or service,Checking account,Using a debit or ATM card,,FL,33062,Referral,1/3/2014,1/9/2014,JPMorgan Chase,Closed with monetary relief,Yes,No
653535,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CO,80005,Referral,1/3/2014,1/7/2014,U.S. Bancorp,Closed with explanation,Yes,No
653536,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",,NY,14094,Referral,1/3/2014,1/8/2014,M&T Bank,Closed with explanation,Yes,No
653538,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,NJ,8859,Referral,1/3/2014,1/8/2014,Santander Bank US,Closed with explanation,Yes,No
653543,Bank account or service,Checking account,Deposits and withdrawals,,,,Postal mail,1/3/2014,1/10/2014,Capital One,Closed with explanation,Yes,No
653583,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,NY,10016,Web,1/2/2014,1/2/2014,Ally Financial Inc.,Closed with explanation,Yes,No
653596,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MA,2140,Phone,1/3/2014,1/8/2014,LexisNexis,Closed with explanation,Yes,No
653600,Bank account or service,Other bank product/service,"Account opening, closing, or management",,FL,33169,Fax,1/3/2014,1/6/2014,Google Inc.,Closed with explanation,No,
653625,Bank account or service,Other bank product/service,"Account opening, closing, or management",,FL,34655,Web,1/4/2014,1/4/2014,Bank of America,Closed with explanation,Yes,Yes
653641,Bank account or service,Checking account,"Account opening, closing, or management",,TX,75219,Referral,1/3/2014,1/6/2014,Regions,Closed with monetary relief,Yes,No
653673,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,VA,22580,Fax,1/3/2014,1/9/2014,PNC Bank,Closed with explanation,Yes,No
653682,Bank account or service,Checking account,Using a debit or ATM card,,GA,30075,Web,1/2/2014,1/6/2014,Regions,Closed with monetary relief,Yes,No
653693,Bank account or service,Checking account,"Account opening, closing, or management",,NY,10550,Web,1/2/2014,1/15/2014,JPMorgan Chase,Closed with explanation,Yes,No
653698,Bank account or service,Checking account,Deposits and withdrawals,,NY,11413,Referral,1/2/2014,1/9/2014,JPMorgan Chase,Closed with monetary relief,Yes,No
653710,Bank account or service,Other bank product/service,Using a debit or ATM card,,TX,77573,Referral,1/2/2014,1/9/2014,JPMorgan Chase,Closed with explanation,Yes,No
653721,Bank account or service,Checking account,Deposits and withdrawals,,CA,91506,Web,1/2/2014,1/2/2014,Bank of America,Closed with explanation,Yes,No
653725,Bank account or service,Checking account,Deposits and withdrawals,,NY,10460,Referral,1/2/2014,1/9/2014,TD Bank,Closed with explanation,Yes,No
653727,Bank account or service,Savings account,Deposits and withdrawals,,MA,2302,Referral,1/2/2014,1/13/2014,Webster Bank,Closed with explanation,Yes,No
653737,Bank account or service,Savings account,"Making/receiving payments, sending money",,VA,22206,Referral,1/2/2014,1/9/2014,PNC Bank,Closed with explanation,Yes,No
653788,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NY,10036,Web,1/2/2014,1/2/2014,Wells Fargo,Closed with explanation,Yes,No
653789,Bank account or service,Checking account,Deposits and withdrawals,,NH,3053,Web,1/2/2014,1/2/2014,TD Bank,Closed with explanation,Yes,No
653811,Bank account or service,Checking account,"Account opening, closing, or management",,TX,77063,Web,1/3/2014,1/3/2014,Wells Fargo,Closed with explanation,Yes,No
653817,Bank account or service,Checking account,Deposits and withdrawals,,MI,48075,Web,1/3/2014,1/3/2014,PNC Bank,Closed with non-monetary relief,Yes,No
653832,Bank account or service,Checking account,"Account opening, closing, or management",,MN,55434,Fax,1/3/2014,1/3/2014,U.S. Bancorp,Closed with explanation,Yes,No
653835,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11415,Phone,1/3/2014,1/9/2014,JPMorgan Chase,Closed with explanation,Yes,No
653842,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11103,Web,1/3/2014,1/3/2014,Bank of America,Closed with explanation,Yes,No
653900,Bank account or service,Checking account,Deposits and withdrawals,,OH,43015,Phone,1/3/2014,1/9/2014,PNC Bank,Closed with explanation,Yes,No
653956,Bank account or service,Checking account,Deposits and withdrawals,,NJ,8859,Web,1/3/2014,1/3/2014,Capital One,Closed with explanation,Yes,No
653968,Bank account or service,Checking account,"Account opening, closing, or management",,CA,93033,Web,1/3/2014,1/7/2014,Wells Fargo,Closed with explanation,Yes,No
653980,Bank account or service,Checking account,"Account opening, closing, or management",,NY,10463,Web,1/3/2014,1/6/2014,Ally Financial Inc.,Closed with explanation,Yes,No
654039,Bank account or service,Checking account,"Making/receiving payments, sending money",,NY,14222,Phone,1/3/2014,1/8/2014,First Niagara Bank,Closed with monetary relief,Yes,No
654093,Bank account or service,Savings account,Deposits and withdrawals,,VA,24016,Phone,1/3/2014,1/6/2014,SunTrust Bank,Closed with monetary relief,Yes,No
654106,Bank account or service,Checking account,Problems caused by my funds being low,,MD,21703,Referral,1/3/2014,1/6/2014,BB&T Financial,Closed with explanation,Yes,No
654134,Bank account or service,Checking account,Deposits and withdrawals,,TX,78942,Web,1/3/2014,1/3/2014,Capital One,Closed with monetary relief,Yes,Yes
654161,Bank account or service,Checking account,Deposits and withdrawals,,NY,11769,Referral,1/3/2014,1/6/2014,JPMorgan Chase,Closed with explanation,Yes,No
654221,Bank account or service,Checking account,"Account opening, closing, or management",,TX,75039,Web,1/3/2014,1/3/2014,Navy FCU,Closed,Yes,No
654303,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TN,37774,Web,1/3/2014,1/14/2014,"MIB Group, Inc.",Closed with explanation,Yes,No
654306,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,TN,77573,Referral,1/3/2014,1/7/2014,BBVA Compass,Closed with explanation,Yes,No
654313,Bank account or service,Checking account,Deposits and withdrawals,,CT,6906,Referral,1/3/2014,1/8/2014,Wells Fargo,Closed with non-monetary relief,Yes,No
654315,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NV,13901,Referral,1/3/2014,1/7/2014,Regions,Closed,Yes,No
654363,Bank account or service,Savings account,"Account opening, closing, or management",,AZ,85249,Referral,1/3/2014,1/7/2014,Bank of America,Closed with explanation,Yes,No
654388,Bank account or service,Checking account,Deposits and withdrawals,,MD,21244,Referral,1/3/2014,1/6/2014,M&T Bank,Closed with explanation,Yes,No
654407,Bank account or service,Savings account,"Account opening, closing, or management",,NC,28134,Referral,1/3/2014,1/6/2014,Bank of America,Closed with monetary relief,Yes,No
654410,Bank account or service,Savings account,Deposits and withdrawals,,CA,90706,Web,1/3/2014,1/3/2014,U.S. Bancorp,Closed with explanation,Yes,No
654419,Bank account or service,Checking account,Deposits and withdrawals,,PA,19148,Web,1/3/2014,1/3/2014,PNC Bank,Closed with explanation,Yes,No
654453,Bank account or service,Checking account,Problems caused by my funds being low,,CA,94589,Web,1/3/2014,1/3/2014,Bank of America,Closed with explanation,Yes,Yes
654467,Bank account or service,Checking account,Deposits and withdrawals,,CA,90020,Phone,1/3/2014,1/6/2014,Citibank,Closed with monetary relief,Yes,No
654478,Bank account or service,Checking account,Problems caused by my funds being low,,GA,30308,Web,1/3/2014,1/3/2014,Wells Fargo,Closed with explanation,Yes,No
654479,Bank account or service,Checking account,Deposits and withdrawals,,NC,27546,Web,1/3/2014,1/22/2014,SunTrust Bank,Closed with explanation,Yes,Yes
654506,Bank account or service,Checking account,Problems caused by my funds being low,,AZ,85712,Referral,1/3/2014,1/7/2014,JPMorgan Chase,Closed with monetary relief,Yes,No
654515,Bank account or service,Savings account,Deposits and withdrawals,,NY,11747,Web,1/3/2014,1/10/2014,Wells Fargo,Closed with explanation,Yes,No
654688,Bank account or service,Checking account,Problems caused by my funds being low,,TN,37206,Web,1/3/2014,1/3/2014,Regions,Closed with explanation,Yes,Yes
654735,Bank account or service,Checking account,"Account opening, closing, or management",,CO,80822,Web,1/3/2014,1/7/2014,KeyBank NA,Closed with non-monetary relief,Yes,No
654798,Bank account or service,Checking account,"Account opening, closing, or management",,MD,20910,Referral,1/3/2014,1/9/2014,TD Bank,Closed with monetary relief,Yes,No
654801,Bank account or service,Checking account,Deposits and withdrawals,,FL,32609,Referral,1/3/2014,1/9/2014,Wells Fargo,Closed with non-monetary relief,Yes,No
654835,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,NY,10583,Referral,1/3/2014,1/7/2014,Ally Financial Inc.,Closed with explanation,Yes,No
654837,Bank account or service,Checking account,Deposits and withdrawals,,NY,10987,Referral,1/3/2014,1/8/2014,TD Bank,Closed with explanation,Yes,Yes
654860,Bank account or service,Other bank product/service,Problems caused by my funds being low,,NJ,8244,Web,1/3/2014,1/3/2014,Ally Financial Inc.,Closed with explanation,Yes,No
654862,Bank account or service,Other bank product/service,"Account opening, closing, or management",,IL,60435,Web,1/4/2014,1/4/2014,PNC Bank,Closed with explanation,Yes,No
654873,Bank account or service,Other bank product/service,Deposits and withdrawals,,NC,28791,Web,1/3/2014,1/9/2014,Navy FCU,Closed with non-monetary relief,Yes,No
654897,Bank account or service,Other bank product/service,Problems caused by my funds being low,,CA,94801,Web,1/4/2014,1/10/2014,Bank of America,Closed with explanation,Yes,No
654899,Bank account or service,Cashing a check without an account,Deposits and withdrawals,,TX,75204,Web,1/4/2014,1/7/2014,JPMorgan Chase,Closed with explanation,Yes,No
654913,Bank account or service,Checking account,Deposits and withdrawals,,NJ,8070,Web,1/4/2014,1/4/2014,TD Bank,Closed with explanation,Yes,No
654921,Bank account or service,Checking account,"Account opening, closing, or management",,FL,32086,Web,1/4/2014,1/8/2014,Regions,Closed with monetary relief,Yes,No
654991,Bank account or service,Checking account,"Account opening, closing, or management",,GA,31419,Web,1/4/2014,1/6/2014,Bank of America,Closed with explanation,Yes,No
655018,Bank account or service,Checking account,"Account opening, closing, or management",,NJ,8701,Web,1/4/2014,1/4/2014,JPMorgan Chase,Closed with explanation,Yes,No
655085,Bank account or service,Checking account,Using a debit or ATM card,,FL,32259,Web,1/5/2014,1/5/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
655364,Bank account or service,Checking account,Problems caused by my funds being low,,CT,6127,Referral,1/3/2014,1/6/2014,Webster Bank,Closed with monetary relief,Yes,No
655396,Bank account or service,Checking account,"Making/receiving payments, sending money",,FL,32766,Web,1/2/2014,1/2/2014,Wells Fargo,Closed with monetary relief,Yes,No
655439,Bank account or service,Checking account,"Account opening, closing, or management",,VA,22015,Postal mail,1/3/2014,1/6/2014,M&T Bank,Closed with explanation,Yes,No
655535,Bank account or service,Cashing a check without an account,Deposits and withdrawals,,KY,41042,Postal mail,1/6/2014,1/9/2014,Bank of America,Closed with explanation,Yes,Yes
655558,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,IA,52565,Postal mail,1/6/2014,1/15/2014,Bank of America,Closed with explanation,Yes,No
655640,Bank account or service,Checking account,"Account opening, closing, or management",,GA,30185,Web,1/5/2014,1/5/2014,Bank of America,Closed with explanation,Yes,No
655732,Bank account or service,Checking account,Deposits and withdrawals,,VA,22193,Web,1/6/2014,1/6/2014,Wells Fargo,Closed with explanation,Yes,No
655808,Bank account or service,Checking account,Problems caused by my funds being low,,MD,21213,Phone,1/6/2014,1/9/2014,PNC Bank,Closed with monetary relief,Yes,No
655836,Bank account or service,Checking account,Using a debit or ATM card,,NJ,7106,Web,1/6/2014,1/6/2014,Wells Fargo,Closed with monetary relief,Yes,No
655861,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11758,Web,1/6/2014,1/6/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
655907,Bank account or service,Savings account,"Account opening, closing, or management",,NY,11369,Phone,1/6/2014,1/7/2014,Bank of America,Closed with explanation,Yes,No
655929,Bank account or service,Checking account,Using a debit or ATM card,,FL,32771,Web,1/6/2014,1/6/2014,Amex,Closed with explanation,Yes,Yes
655932,Bank account or service,Checking account,"Account opening, closing, or management",,NJ,7407,Phone,1/6/2014,1/9/2014,TD Bank,Closed with explanation,Yes,No
656029,Bank account or service,Checking account,Deposits and withdrawals,,ND,58104,Referral,1/6/2014,1/7/2014,Wells Fargo,Closed with explanation,Yes,No
656031,Bank account or service,Checking account,Problems caused by my funds being low,,NV,89423,Referral,1/6/2014,1/9/2014,Bank of America,Closed with monetary relief,Yes,No
656032,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11236,Referral,1/6/2014,1/9/2014,Bank of America,Closed with monetary relief,Yes,No
656061,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11217,Web,1/6/2014,1/7/2014,HSBC,Closed with explanation,Yes,No
656072,Bank account or service,Checking account,Deposits and withdrawals,,DC,20019,Web,1/6/2014,1/10/2014,Bank of America,Closed with explanation,Yes,No
656085,Bank account or service,Checking account,Deposits and withdrawals,,FL,34451,Fax,1/6/2014,1/8/2014,SunTrust Bank,Closed with monetary relief,Yes,No
656130,Bank account or service,Checking account,Deposits and withdrawals,,MD,21216,Referral,1/6/2014,1/7/2014,Capital One,Closed with explanation,Yes,Yes
656136,Bank account or service,Checking account,Deposits and withdrawals,,MA,2556,Web,1/6/2014,1/6/2014,Bank of America,Closed with explanation,Yes,No
656145,Bank account or service,Savings account,"Account opening, closing, or management",,CA,95407,Phone,1/6/2014,1/10/2014,Bank of America,Closed with explanation,Yes,Yes
656146,Bank account or service,Checking account,Deposits and withdrawals,,CA,95407,Phone,1/6/2014,1/7/2014,U.S. Bancorp,Closed with explanation,Yes,Yes
656214,Bank account or service,Other bank product/service,Using a debit or ATM card,,PA,18103,Web,1/6/2014,1/6/2014,Wells Fargo,Closed with explanation,Yes,No
656221,Bank account or service,Other bank product/service,"Account opening, closing, or management",,WA,98901,Referral,1/6/2014,1/7/2014,"Select Portfolio Servicing, Inc",Closed with explanation,Yes,No
656224,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33511,Referral,1/6/2014,1/8/2014,JPMorgan Chase,Closed with monetary relief,Yes,No
656234,Bank account or service,Checking account,"Account opening, closing, or management",,FL,32833,Referral,1/6/2014,1/7/2014,Fifth Third Bank,Closed with monetary relief,Yes,No
656248,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91607,Web,1/6/2014,1/6/2014,Wells Fargo,Closed with explanation,Yes,No
656249,Bank account or service,Checking account,"Account opening, closing, or management",,AL,35020,Referral,1/6/2014,1/8/2014,Regions,Closed with explanation,Yes,No
656295,Bank account or service,Checking account,Problems caused by my funds being low,,GA,30327,Web,1/6/2014,1/6/2014,Bank of America,Closed with monetary relief,Yes,No
656425,Bank account or service,Checking account,"Account opening, closing, or management",,IL,60004,Referral,1/6/2014,1/9/2014,PNC Bank,Closed,Yes,No
656453,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,CA,90048,Referral,1/6/2014,1/8/2014,Ally Financial Inc.,Closed with non-monetary relief,Yes,No
656456,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92530,Referral,1/6/2014,1/10/2014,Bank of America,Closed with explanation,Yes,No
656491,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MN,55347,Postal mail,1/6/2014,1/8/2014,Wells Fargo,Closed with explanation,Yes,No
656522,Bank account or service,Checking account,"Making/receiving payments, sending money",,TX,76063,Phone,1/6/2014,1/8/2014,Bank of America,Closed with explanation,Yes,No
656577,Bank account or service,Checking account,"Account opening, closing, or management",,WA,98223,Phone,1/6/2014,1/9/2014,Wells Fargo,Closed with explanation,Yes,No
656578,Bank account or service,Checking account,Deposits and withdrawals,,IL,60429,Referral,1/6/2014,1/7/2014,BMO Harris,Closed with monetary relief,Yes,No
656585,Bank account or service,Savings account,"Account opening, closing, or management",,IL,60446,Phone,1/6/2014,1/8/2014,Citibank,Closed with explanation,Yes,No
656622,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,FL,34743,Postal mail,1/6/2014,1/8/2014,PNC Bank,Closed with non-monetary relief,Yes,No
656658,Bank account or service,Checking account,Deposits and withdrawals,,TX,77459,Web,1/6/2014,1/6/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
656848,Bank account or service,Savings account,"Account opening, closing, or management",,CA,94804,Postal mail,1/6/2014,1/7/2014,Bank of America,Closed with monetary relief,Yes,Yes
656857,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,95828,Web,1/6/2014,1/6/2014,Bank of America,Closed,Yes,No
656881,Bank account or service,Cashing a check without an account,"Account opening, closing, or management",,VA,22304,Web,1/6/2014,1/21/2014,Wells Fargo,Closed with explanation,Yes,Yes
656902,Bank account or service,Checking account,Problems caused by my funds being low,,CA,91007,Phone,1/6/2014,1/9/2014,Bank of America,Closed with explanation,Yes,No
657009,Bank account or service,Checking account,Problems caused by my funds being low,,MN,55343,Postal mail,1/7/2014,1/7/2014,Wells Fargo,Closed with explanation,Yes,Yes
657013,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,DC,20002,Phone,1/7/2014,1/8/2014,JPMorgan Chase,Closed with explanation,Yes,No
657027,Bank account or service,Checking account,Problems caused by my funds being low,,ME,4103,Web,1/7/2014,1/7/2014,KeyBank NA,Closed with monetary relief,Yes,Yes
657033,Bank account or service,Checking account,Deposits and withdrawals,,TN,38018,Referral,1/7/2014,1/8/2014,SunTrust Bank,Closed with monetary relief,Yes,No
657052,Bank account or service,Checking account,Deposits and withdrawals,,TX,78240,Web,1/7/2014,1/7/2014,USAA Savings,Closed with explanation,Yes,Yes
657125,Bank account or service,Other bank product/service,Problems caused by my funds being low,,VA,22508,Web,1/6/2014,1/6/2014,M&T Bank,Closed with explanation,Yes,No
