Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Submitted via,Date received,Date sent to company,Company,Company response,Timely response?,Consumer disputed?
793566,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91316,Web,4/4/2014,4/4/2014,Ally Financial Inc.,Closed with explanation,Yes,No
793599,Bank account or service,Other bank product/service,Deposits and withdrawals,,OH,43212,Web,4/4/2014,4/4/2014,U.S. Bancorp,Closed with explanation,Yes,No
793614,Bank account or service,Checking account,"Account opening, closing, or management",,CA,93063,Fax,4/4/2014,4/14/2014,Union Bank,Closed with explanation,Yes,No
793616,Bank account or service,Checking account,Using a debit or ATM card,,MA,2446,Web,4/4/2014,4/4/2014,Bank of America,Closed with monetary relief,Yes,No
793681,Bank account or service,Checking account,"Account opening, closing, or management",,PA,19130,Phone,4/4/2014,4/15/2014,RBS Citizens,Closed with explanation,Yes,No
793684,Bank account or service,Checking account,Problems caused by my funds being low,,IL,60068,Web,4/4/2014,4/11/2014,Bank of America,Closed with monetary relief,Yes,No
793735,Bank account or service,Other bank product/service,"Account opening, closing, or management",,RI,2914,Fax,4/4/2014,4/8/2014,RBS Citizens,Closed with explanation,Yes,Yes
793792,Bank account or service,Checking account,"Making/receiving payments, sending money",,NJ,8302,Web,4/4/2014,5/19/2014,Bank of America,Closed with explanation,Yes,No
793898,Bank account or service,Checking account,Deposits and withdrawals,,PA,19382,Web,4/4/2014,4/4/2014,Wells Fargo,Closed with explanation,Yes,No
793946,Bank account or service,Checking account,"Account opening, closing, or management",,PR,929,Web,4/4/2014,4/4/2014,Banco Popular de Puerto Rico,Closed with explanation,Yes,Yes
794000,Bank account or service,Checking account,Deposits and withdrawals,,NY,11231,Web,4/4/2014,4/4/2014,Citibank,Closed with monetary relief,Yes,No
794001,Bank account or service,Other bank product/service,Using a debit or ATM card,,TX,75054,Web,4/4/2014,4/4/2014,BBVA Compass,Closed with explanation,Yes,No
794012,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,NJ,8837,Web,4/4/2014,4/8/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
794041,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,MN,55025,Web,4/4/2014,4/9/2014,U.S. Bancorp,Closed with explanation,Yes,No
794050,Bank account or service,Checking account,"Making/receiving payments, sending money",,LA,70003,Referral,4/4/2014,4/8/2014,Whitney Bank,Closed with explanation,Yes,Yes
794115,Bank account or service,Checking account,Using a debit or ATM card,,FL,32205,Phone,4/4/2014,4/8/2014,Wells Fargo,Closed with monetary relief,Yes,No
794188,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,MD,21771,Web,4/4/2014,4/8/2014,M&T Bank,Closed,Yes,No
794193,Bank account or service,Savings account,"Account opening, closing, or management",,FL,33177,Phone,4/4/2014,4/8/2014,Bank of America,Closed with explanation,Yes,No
794209,Bank account or service,Checking account,"Account opening, closing, or management",,IL,60517,Web,4/4/2014,4/4/2014,USAA Savings,Closed with explanation,Yes,No
794270,Bank account or service,Checking account,Deposits and withdrawals,,PA,17814,Phone,4/4/2014,4/8/2014,Wells Fargo,Closed with explanation,Yes,No
794288,Bank account or service,Checking account,"Making/receiving payments, sending money",,NJ,8055,Phone,4/4/2014,4/8/2014,TD Bank,Closed with explanation,Yes,No
794372,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,CA,92234,Phone,4/4/2014,4/8/2014,Wells Fargo,Closed with explanation,Yes,Yes
794383,Bank account or service,Checking account,"Account opening, closing, or management",,KS,66030,Phone,4/4/2014,4/8/2014,UMB Bank,Closed with non-monetary relief,Yes,No
794510,Bank account or service,Checking account,Deposits and withdrawals,,VA,22968,Web,4/4/2014,4/4/2014,BB&T Financial,Closed with explanation,Yes,No
794517,Bank account or service,Checking account,Problems caused by my funds being low,,CT,6606,Web,4/4/2014,4/4/2014,Bank of America,Closed with monetary relief,Yes,No
794527,Bank account or service,Checking account,Problems caused by my funds being low,,TX,78727,Web,4/4/2014,4/4/2014,Bank of America,Closed with monetary relief,Yes,No
794542,Bank account or service,Checking account,Deposits and withdrawals,,PA,19343,Phone,4/4/2014,4/8/2014,Susquehanna Bank,Closed with monetary relief,No,
794552,Bank account or service,Checking account,Deposits and withdrawals,,CA,91605,Web,4/4/2014,4/8/2014,JPMorgan Chase,Closed with explanation,Yes,No
794574,Bank account or service,Checking account,Problems caused by my funds being low,,CA,91741,Web,4/4/2014,4/4/2014,U.S. Bancorp,Closed with monetary relief,Yes,Yes
794591,Bank account or service,Checking account,"Account opening, closing, or management",,CA,93035,Web,4/4/2014,4/4/2014,JPMorgan Chase,Closed with explanation,Yes,No
794664,Bank account or service,Other bank product/service,"Account opening, closing, or management",,IN,46901,Phone,4/4/2014,4/10/2014,U.S. Bancorp,Closed with explanation,Yes,No
794698,Bank account or service,Other bank product/service,"Account opening, closing, or management",,IL,60107,Web,4/4/2014,4/4/2014,BMO Harris,Closed with explanation,Yes,No
794748,Bank account or service,Other bank product/service,Using a debit or ATM card,,OK,74133,Web,4/4/2014,4/4/2014,Bank of America,Closed with explanation,Yes,No
794922,Bank account or service,Checking account,"Account opening, closing, or management",,NJ,7079,Web,4/4/2014,4/4/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
794924,Bank account or service,Checking account,Deposits and withdrawals,,CA,94533,Web,4/4/2014,4/4/2014,Wells Fargo,Closed with explanation,Yes,Yes
795157,Bank account or service,Checking account,Problems caused by my funds being low,,CA,91204,Web,4/4/2014,4/4/2014,Bank of America,Closed with monetary relief,Yes,No
795200,Bank account or service,Checking account,Using a debit or ATM card,,MD,20735,Fax,4/5/2014,4/9/2014,Bank of America,Closed with explanation,Yes,Yes
795245,Bank account or service,Checking account,"Account opening, closing, or management",,MT,59404,Referral,4/4/2014,4/8/2014,Comerica,Closed with explanation,Yes,No
795274,Bank account or service,Checking account,"Account opening, closing, or management",,TX,75227,Phone,4/4/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,No
795280,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,92345,Phone,4/4/2014,4/28/2014,Banco Popular North America,Closed with explanation,No,No
795281,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,94041,Web,4/4/2014,4/4/2014,U.S. Bancorp,Closed with explanation,Yes,No
795286,Bank account or service,Other bank product/service,Deposits and withdrawals,,WA,98296,Web,4/4/2014,4/10/2014,U.S. Bancorp,Closed with explanation,Yes,Yes
795299,Bank account or service,Checking account,Deposits and withdrawals,,CA,92104,Web,4/4/2014,4/4/2014,Wells Fargo,Closed with monetary relief,Yes,No
795336,Bank account or service,Checking account,Deposits and withdrawals,,VA,22968,Web,4/5/2014,4/5/2014,Bank of America,Closed with explanation,Yes,No
795344,Bank account or service,Checking account,Problems caused by my funds being low,,NY,11379,Web,4/5/2014,4/5/2014,JPMorgan Chase,Closed with explanation,Yes,No
795380,Bank account or service,Checking account,Deposits and withdrawals,,FL,34229,Referral,4/4/2014,4/8/2014,PNC Bank,Closed with explanation,Yes,No
795381,Bank account or service,Other bank product/service,"Account opening, closing, or management",,WI,54703,Referral,4/5/2014,4/9/2014,Associated Bank,Closed with explanation,Yes,No
795384,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,WI,53913,Referral,4/5/2014,4/9/2014,GE Capital Retail,Closed with monetary relief,Yes,No
795394,Bank account or service,Savings account,"Account opening, closing, or management",,CA,91403,Postal mail,4/5/2014,4/9/2014,Wells Fargo,Closed with monetary relief,Yes,No
795405,Bank account or service,Checking account,Deposits and withdrawals,,NC,27262,Referral,4/5/2014,4/9/2014,Bank of America,Closed with monetary relief,Yes,No
795421,Bank account or service,Checking account,Deposits and withdrawals,,NY,10023,Postal mail,4/5/2014,4/9/2014,USAA Savings,Closed with monetary relief,Yes,No
795422,Bank account or service,Other bank product/service,"Account opening, closing, or management",,VA,23669,Referral,4/5/2014,4/9/2014,Barclays,Closed with non-monetary relief,Yes,No
795423,Bank account or service,Other bank product/service,"Account opening, closing, or management",,VA,23669,Referral,4/5/2014,6/11/2014,"Contract Callers, Inc.",Closed,Yes,No
795425,Bank account or service,Other bank product/service,"Account opening, closing, or management",,VA,23669,Referral,4/5/2014,4/9/2014,"Contract Callers, Inc.",Closed with explanation,Yes,No
795450,Bank account or service,Checking account,"Making/receiving payments, sending money",,VA,23233,Web,4/5/2014,4/5/2014,Bank of America,Closed with explanation,Yes,No
795465,Bank account or service,Checking account,Problems caused by my funds being low,,CT,6890,Referral,4/5/2014,4/10/2014,TD Bank,Closed with monetary relief,Yes,No
795493,Bank account or service,Checking account,Deposits and withdrawals,,MI,48214,Postal mail,4/5/2014,4/9/2014,JPMorgan Chase,Closed with explanation,Yes,No
795545,Bank account or service,Checking account,"Account opening, closing, or management",,MN,55447,Web,4/5/2014,4/5/2014,Citibank,Closed with explanation,Yes,No
795566,Bank account or service,Checking account,"Account opening, closing, or management",,FL,32821,Web,4/5/2014,4/9/2014,Fifth Third Bank,Closed with explanation,Yes,No
795576,Bank account or service,Checking account,Deposits and withdrawals,,MA,2151,Web,4/5/2014,4/9/2014,Bank of America,Closed,Yes,No
795640,Bank account or service,Checking account,Problems caused by my funds being low,,PA,15213,Web,4/5/2014,4/5/2014,PNC Bank,Closed with explanation,Yes,No
795652,Bank account or service,Checking account,"Account opening, closing, or management",,NC,28803,Web,4/6/2014,4/6/2014,Wells Fargo,Closed with explanation,Yes,Yes
795657,Bank account or service,Checking account,Using a debit or ATM card,,NC,27513,Web,4/5/2014,4/5/2014,SunTrust Bank,Closed with monetary relief,Yes,No
795680,Bank account or service,Checking account,Problems caused by my funds being low,,MD,20852,Web,4/5/2014,4/5/2014,TD Bank,Closed with monetary relief,Yes,Yes
795707,Bank account or service,Checking account,"Account opening, closing, or management",,CA,93021,Web,4/6/2014,4/6/2014,Bank of America,Closed with explanation,Yes,No
795730,Bank account or service,Checking account,Using a debit or ATM card,,GA,30096,Web,4/6/2014,4/6/2014,Regions,Closed with explanation,Yes,Yes
795791,Bank account or service,Checking account,Using a debit or ATM card,,MA,2747,Web,4/6/2014,4/6/2014,Santander Bank US,Closed,Yes,No
795792,Bank account or service,Other bank product/service,"Account opening, closing, or management",,KS,66112,Web,4/5/2014,4/9/2014,Citibank,Closed with monetary relief,Yes,Yes
795840,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,VA,20177,Web,4/7/2014,4/7/2014,SunTrust Bank,Closed with explanation,Yes,Yes
795842,Bank account or service,Savings account,"Account opening, closing, or management",,VA,22556,Referral,4/7/2014,4/9/2014,USAA Savings,Closed with explanation,Yes,No
795859,Bank account or service,Other bank product/service,"Account opening, closing, or management",,DE,19977,Phone,4/7/2014,4/9/2014,RBS Citizens,Closed with explanation,Yes,Yes
795860,Bank account or service,Other bank product/service,"Account opening, closing, or management",,DE,19977,Phone,4/7/2014,4/9/2014,Quicken Loans,Closed with explanation,Yes,No
795866,Bank account or service,Checking account,"Account opening, closing, or management",,MD,21117,Referral,4/7/2014,4/9/2014,Bank of America,Closed with explanation,Yes,No
795871,Bank account or service,Checking account,Problems caused by my funds being low,,,84123,Referral,4/7/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,No
795949,Bank account or service,Checking account,"Account opening, closing, or management",,AL,35150,Web,4/7/2014,4/7/2014,PNC Bank,Closed with explanation,Yes,No
795987,Bank account or service,Other bank product/service,"Account opening, closing, or management",,AZ,85012,Web,4/6/2014,4/6/2014,BMO Harris,Closed with explanation,Yes,No
795992,Bank account or service,Checking account,Deposits and withdrawals,,TX,77088,Web,4/6/2014,4/6/2014,JPMorgan Chase,Closed with monetary relief,Yes,No
796017,Bank account or service,Checking account,Using a debit or ATM card,,WA,98674,Web,4/6/2014,4/8/2014,Wells Fargo,Closed with explanation,Yes,No
796068,Bank account or service,Checking account,Deposits and withdrawals,,NY,11234,Referral,4/7/2014,4/9/2014,Bank of America,Closed with monetary relief,Yes,No
796078,Bank account or service,Checking account,"Account opening, closing, or management",,MA,21071,Referral,4/7/2014,4/9/2014,M&T Bank,Closed with explanation,Yes,No
796155,Bank account or service,Checking account,Using a debit or ATM card,,FL,33411,Referral,4/7/2014,4/10/2014,Pentagon FCU,Closed with explanation,Yes,No
796157,Bank account or service,Other bank product/service,"Account opening, closing, or management",,WA,98036,Referral,4/7/2014,4/10/2014,Navy FCU,Closed with explanation,Yes,No
796158,Bank account or service,Checking account,"Account opening, closing, or management",,WA,98122,Referral,4/7/2014,4/10/2014,Boeing Employees' Credit Union,Closed with explanation,Yes,No
796159,Bank account or service,Checking account,"Account opening, closing, or management",,,75219,Referral,4/7/2014,4/9/2014,Comerica,Closed with explanation,Yes,No
796181,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,156,Web,4/7/2014,4/8/2014,Santander Bank US,Closed with explanation,Yes,No
796208,Bank account or service,Checking account,Deposits and withdrawals,,GA,30066,Web,4/7/2014,4/7/2014,JPMorgan Chase,Closed with explanation,Yes,No
796256,Bank account or service,Checking account,"Account opening, closing, or management",,NV,89103,Referral,4/7/2014,4/9/2014,U.S. Bancorp,Closed with monetary relief,Yes,No
796258,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91750,Referral,4/7/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,No
796274,Bank account or service,Checking account,Deposits and withdrawals,,FL,32059,Referral,4/7/2014,4/24/2014,Wells Fargo,Closed with monetary relief,Yes,Yes
796286,Bank account or service,Checking account,Deposits and withdrawals,,NY,10469,Referral,4/7/2014,4/9/2014,Bank of America,Closed with monetary relief,Yes,No
796307,Bank account or service,Checking account,Deposits and withdrawals,,FL,33401,Phone,4/7/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,Yes
796312,Bank account or service,Checking account,Using a debit or ATM card,,CA,92562,Phone,4/7/2014,4/9/2014,Bank of America,Closed with explanation,Yes,No
796321,Bank account or service,Checking account,Problems caused by my funds being low,,MS,39367,Web,4/7/2014,4/7/2014,Regions,Closed with monetary relief,Yes,Yes
796342,Bank account or service,Checking account,"Account opening, closing, or management",,AZ,85374,Postal mail,4/7/2014,4/9/2014,JPMorgan Chase,Closed with explanation,Yes,No
796354,Bank account or service,Checking account,Deposits and withdrawals,,VA,23103,Phone,4/7/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,No
796358,Bank account or service,Checking account,Deposits and withdrawals,,CA,95811,Referral,4/7/2014,4/9/2014,Bank of the West,Closed with monetary relief,Yes,No
796402,Bank account or service,Checking account,"Account opening, closing, or management",,OH,44303,Referral,4/7/2014,4/9/2014,The Huntington National Bank,Closed with explanation,Yes,No
796420,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NY,10009,Referral,4/7/2014,4/9/2014,TD Bank,Closed with explanation,Yes,No
796428,Bank account or service,Checking account,Deposits and withdrawals,,AZ,85069,Postal mail,4/7/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,Yes
796447,Bank account or service,Savings account,Deposits and withdrawals,,AL,35204,Referral,4/7/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,No
796460,Bank account or service,Other bank product/service,"Account opening, closing, or management",,PA,19403,Referral,4/7/2014,4/9/2014,Bank of America,Closed with explanation,Yes,No
796463,Bank account or service,Savings account,"Account opening, closing, or management",,DE,19801,Referral,4/7/2014,4/9/2014,Bank of America,Closed with explanation,Yes,No
796464,Bank account or service,Checking account,"Account opening, closing, or management",,DE,19801,Referral,4/7/2014,4/10/2014,Wells Fargo,Closed with explanation,Yes,No
796483,Bank account or service,Checking account,"Account opening, closing, or management",,IA,60506,Referral,4/7/2014,4/9/2014,Fifth Third Bank,Closed with explanation,Yes,No
796498,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TX,77584,Referral,4/7/2014,4/9/2014,Bank of America,Closed with non-monetary relief,Yes,No
796575,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,MD,21236,Web,4/7/2014,4/9/2014,Amex,Closed with explanation,Yes,Yes
796585,Bank account or service,Other bank product/service,"Account opening, closing, or management",,SC,29681,Referral,4/7/2014,4/9/2014,Citibank,Closed with non-monetary relief,Yes,No
796612,Bank account or service,Checking account,"Account opening, closing, or management",,IL,60506,Referral,4/7/2014,4/9/2014,Bank of America,Closed with explanation,Yes,No
796616,Bank account or service,Checking account,Problems caused by my funds being low,,FL,33021,Referral,4/7/2014,4/9/2014,BB&T Financial,Closed with explanation,Yes,Yes
796622,Bank account or service,Checking account,"Account opening, closing, or management",,SC,29803,Referral,4/7/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,No
796686,Bank account or service,Checking account,Deposits and withdrawals,,TN,37122,Web,4/7/2014,4/7/2014,Bank of America,Closed with explanation,Yes,No
796703,Bank account or service,Checking account,"Account opening, closing, or management",,NJ,8817,Web,4/7/2014,4/9/2014,Citibank,Closed with non-monetary relief,Yes,No
796750,Bank account or service,Checking account,Problems caused by my funds being low,,TX,77090,Phone,4/7/2014,4/9/2014,BBVA Compass,Closed with monetary relief,Yes,No
796759,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NC,28209,Postal mail,4/7/2014,4/10/2014,Citibank,Closed with explanation,Yes,No
796776,Bank account or service,Checking account,Deposits and withdrawals,,CA,95240,Referral,4/7/2014,4/9/2014,JPMorgan Chase,Closed with explanation,Yes,No
796780,Bank account or service,Checking account,Deposits and withdrawals,,TN,37415,Referral,4/7/2014,4/9/2014,First Tennessee Bank,Closed with explanation,Yes,No
796799,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NC,28209,Postal mail,4/7/2014,4/10/2014,GE Capital Retail,Closed with explanation,Yes,No
796833,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NC,28209,Postal mail,4/7/2014,4/10/2014,"ONLINE Information Services, Inc.",Closed with explanation,Yes,No
796840,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33713,Web,4/7/2014,4/10/2014,"FNIS (Fidelity National Information Services, Inc.)",Closed with explanation,Yes,No
796938,Bank account or service,Other bank product/service,"Account opening, closing, or management",,PA,15237,Web,4/7/2014,4/10/2014,Bank of America,Closed with explanation,Yes,Yes
796983,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TX,77071,Referral,4/7/2014,4/9/2014,Pentagon FCU,Closed with explanation,Yes,No
797033,Bank account or service,Checking account,"Account opening, closing, or management",,RI,2889,Referral,4/7/2014,4/9/2014,TD Bank,Closed with monetary relief,Yes,No
797039,Bank account or service,Checking account,Using a debit or ATM card,,FL,33023,Phone,4/7/2014,4/10/2014,Wells Fargo,Closed with explanation,Yes,Yes
797090,Bank account or service,Checking account,Problems caused by my funds being low,,FL,34293,Phone,4/7/2014,4/10/2014,SunTrust Bank,Closed with monetary relief,Yes,No
797100,Bank account or service,Checking account,Using a debit or ATM card,,FL,33313,Phone,4/7/2014,4/10/2014,TD Bank,Closed with explanation,Yes,No
797123,Bank account or service,Checking account,Problems caused by my funds being low,,IL,60538,Referral,4/7/2014,4/18/2014,TCF National Bank,Closed with monetary relief,Yes,No
797148,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,MS,39730,Web,4/7/2014,4/7/2014,Bank of America,Closed with non-monetary relief,Yes,No
797149,Bank account or service,Checking account,"Account opening, closing, or management",,FL,20007,Web,4/7/2014,4/7/2014,Bank of America,Closed with explanation,Yes,No
797177,Bank account or service,Checking account,Deposits and withdrawals,,CA,95207,Referral,4/7/2014,4/10/2014,BBVA Compass,Closed with explanation,Yes,Yes
797235,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33161,Referral,4/7/2014,4/14/2014,Whitney Bank,Closed with explanation,Yes,No
797310,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,MD,20785,Phone,4/7/2014,4/10/2014,BMW Financial Services,Closed with explanation,Yes,No
797315,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91331,Phone,4/7/2014,4/10/2014,Citibank,Closed with monetary relief,Yes,No
797360,Bank account or service,Checking account,Deposits and withdrawals,,OH,45255,Web,4/7/2014,4/7/2014,U.S. Bancorp,Closed with monetary relief,Yes,Yes
797388,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,NY,10024,Web,4/7/2014,4/10/2014,PayPal,Closed with explanation,Yes,Yes
797394,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NJ,8610,Fax,4/7/2014,4/10/2014,Morgan Stanley,Closed,Yes,No
797401,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CO,80010,Phone,4/7/2014,4/10/2014,Barclays,Closed with explanation,Yes,No
797568,Bank account or service,Checking account,"Account opening, closing, or management",,CA,92530,Postal mail,4/7/2014,4/10/2014,Bank of America,Closed with monetary relief,Yes,No
797583,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,FL,32225,Referral,4/7/2014,4/9/2014,JPMorgan Chase,Closed with explanation,Yes,No
797584,Bank account or service,Checking account,Deposits and withdrawals,,NM,87105,Postal mail,4/7/2014,4/9/2014,Bank of the West,Closed with explanation,Yes,No
797643,Bank account or service,Checking account,"Account opening, closing, or management",,SD,57103,Referral,4/7/2014,4/9/2014,U.S. Bancorp,Closed with explanation,Yes,No
797676,Bank account or service,Checking account,"Account opening, closing, or management",,FL,33067,Referral,4/7/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,No
797974,Bank account or service,Checking account,Deposits and withdrawals,,OR,97123,Web,4/7/2014,4/7/2014,JPMorgan Chase,Closed,Yes,No
797983,Bank account or service,Other bank product/service,"Account opening, closing, or management",,MD,21054,Referral,4/7/2014,4/9/2014,Bank of America,Closed with non-monetary relief,Yes,No
798031,Bank account or service,Other bank product/service,"Account opening, closing, or management",,GA,30213,Referral,4/7/2014,4/10/2014,Navy FCU,Closed with explanation,Yes,No
798044,Bank account or service,Checking account,Problems caused by my funds being low,,OH,44212,Web,4/7/2014,4/7/2014,Third Federal Savings & Loan,Closed with explanation,Yes,No
798060,Bank account or service,Checking account,Deposits and withdrawals,,PA,15235,Postal mail,4/7/2014,4/10/2014,PNC Bank,Closed with explanation,Yes,No
798088,Bank account or service,Checking account,Problems caused by my funds being low,,FL,32746,Web,4/8/2014,4/8/2014,Regions,Closed with non-monetary relief,Yes,Yes
798144,Bank account or service,Checking account,Deposits and withdrawals,,FL,32835,Fax,4/8/2014,4/10/2014,Wells Fargo,Closed with monetary relief,Yes,No
798249,Bank account or service,Checking account,Deposits and withdrawals,,FL,32746,Web,4/7/2014,4/7/2014,JPMorgan Chase,Closed with monetary relief,Yes,No
798257,Bank account or service,Checking account,"Account opening, closing, or management",,NJ,8753,Web,4/7/2014,4/10/2014,Bank of America,Closed with explanation,Yes,No
798267,Bank account or service,Checking account,"Making/receiving payments, sending money",,KY,40229,Web,4/7/2014,4/7/2014,Fifth Third Bank,Closed with explanation,Yes,No
798284,Bank account or service,Other bank product/service,"Account opening, closing, or management",,TX,77406,Web,4/7/2014,4/7/2014,Wells Fargo,Closed with explanation,Yes,No
798312,Bank account or service,Checking account,"Account opening, closing, or management",,MA,2446,Web,4/7/2014,4/7/2014,JPMorgan Chase,Closed with explanation,Yes,No
798329,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,90292,Web,4/7/2014,4/8/2014,Bank of America,Closed with monetary relief,Yes,No
798355,Bank account or service,Checking account,"Account opening, closing, or management",,MI,48239,Referral,4/8/2014,4/10/2014,JPMorgan Chase,Closed with explanation,Yes,No
798386,Bank account or service,Checking account,Problems caused by my funds being low,,NJ,8816,Phone,4/8/2014,4/9/2014,Santander Bank US,Closed,Yes,No
798467,Bank account or service,Checking account,Deposits and withdrawals,,NC,27604,Phone,4/8/2014,4/10/2014,Bank of America,Closed with explanation,Yes,Yes
798488,Bank account or service,Savings account,"Account opening, closing, or management",,,45211,Phone,4/8/2014,4/10/2014,U.S. Bancorp,Closed with explanation,Yes,No
798560,Bank account or service,Checking account,"Account opening, closing, or management",,WI,54180,Referral,4/8/2014,4/10/2014,Wells Fargo,Closed with explanation,Yes,No
798583,Bank account or service,Checking account,Using a debit or ATM card,,RI,2806,Web,4/8/2014,4/8/2014,Citibank,Closed with monetary relief,Yes,No
798606,Bank account or service,Checking account,"Account opening, closing, or management",,TX,75219,Referral,4/8/2014,4/10/2014,Capital One,Closed with explanation,Yes,No
798630,Bank account or service,Checking account,Deposits and withdrawals,,FL,33283,Phone,4/8/2014,4/10/2014,USAA Savings,Closed with explanation,Yes,No
798631,Bank account or service,Checking account,Problems caused by my funds being low,,AL,36854,Web,4/8/2014,4/8/2014,Bank of America,Closed with explanation,Yes,No
798636,Bank account or service,Other bank product/service,"Account opening, closing, or management",,CA,92833,Web,4/8/2014,4/8/2014,JPMorgan Chase,Closed with explanation,Yes,No
798638,Bank account or service,Checking account,Problems caused by my funds being low,,TX,78418,Referral,4/8/2014,4/10/2014,Bank of America,Closed with monetary relief,Yes,No
798662,Bank account or service,Checking account,"Making/receiving payments, sending money",,OH,44319,Referral,4/8/2014,4/10/2014,RBS Citizens,Closed with explanation,Yes,No
798670,Bank account or service,Checking account,"Account opening, closing, or management",,MI,48221,Referral,4/8/2014,4/9/2014,JPMorgan Chase,Closed with explanation,Yes,No
798857,Bank account or service,Checking account,"Making/receiving payments, sending money",,CA,93292,Web,4/8/2014,4/9/2014,First Data Corporation,Closed with explanation,No,
798888,Bank account or service,Other bank product/service,"Account opening, closing, or management",,GA,39886,Referral,4/8/2014,4/10/2014,Regions,Closed with explanation,Yes,Yes
798908,Bank account or service,Checking account,"Account opening, closing, or management",,DE,19970,Phone,4/8/2014,4/10/2014,PNC Bank,Closed with explanation,Yes,No
798926,Bank account or service,Savings account,"Account opening, closing, or management",,PA,18224,Referral,4/8/2014,4/10/2014,PNC Bank,Closed with monetary relief,Yes,No
799024,Bank account or service,Checking account,"Account opening, closing, or management",,MA,2043,Referral,4/8/2014,4/10/2014,Santander Bank US,Closed with monetary relief,Yes,No
799044,Bank account or service,Checking account,"Account opening, closing, or management",,NY,11201,Referral,4/8/2014,4/9/2014,Wells Fargo,Closed with explanation,Yes,No
799045,Bank account or service,Checking account,Deposits and withdrawals,,CA,94541,Web,4/8/2014,4/10/2014,Bank of America,Closed with explanation,Yes,No
799050,Bank account or service,Checking account,Problems caused by my funds being low,,NY,11354,Referral,4/8/2014,4/10/2014,Bank of America,Closed with monetary relief,Yes,No
799232,Bank account or service,Checking account,"Making/receiving payments, sending money",,NY,11364,Phone,4/8/2014,4/10/2014,Citibank,Closed with monetary relief,Yes,Yes
799299,Bank account or service,Other bank product/service,Deposits and withdrawals,,FL,32738,Web,4/8/2014,4/9/2014,PayPal,Closed with monetary relief,Yes,No
799313,Bank account or service,Checking account,"Account opening, closing, or management",,CA,91105,Web,4/8/2014,4/8/2014,Wells Fargo,Closed with monetary relief,Yes,No
799352,Bank account or service,Other bank product/service,"Account opening, closing, or management",,IN,46259,Referral,4/8/2014,4/10/2014,BNY Mellon,Closed with explanation,Yes,No
799362,Bank account or service,Checking account,Deposits and withdrawals,,TN,37221,Referral,4/8/2014,4/10/2014,USAA Savings,Closed with explanation,Yes,No
799363,Bank account or service,Checking account,Using a debit or ATM card,,UT,84101,Phone,4/8/2014,4/10/2014,Bank of America,Closed with explanation,Yes,No
799380,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,AL,35968,Phone,4/8/2014,4/10/2014,BBVA Compass,Closed with explanation,Yes,No
799385,Bank account or service,Other bank product/service,"Account opening, closing, or management",,AZ,86322,Referral,4/8/2014,4/10/2014,JPMorgan Chase,Closed with explanation,Yes,Yes
799445,Bank account or service,Checking account,Deposits and withdrawals,,LA,70043,Phone,4/8/2014,4/10/2014,Regions,Closed with explanation,Yes,Yes
799449,Bank account or service,Checking account,Deposits and withdrawals,,TX,78260,Phone,4/8/2014,4/10/2014,JPMorgan Chase,Closed with monetary relief,Yes,No
